1.00,97.59,
2.00,97.76,
3.00,96.57,
4.00,92.52,
5.00,91.15,
6.00,95.22,
7.00,90.21,
8.00,89.29,
9.00,91.51,
10.00,89.61,
11.00,86.56,
12.00,85.55,
13.00,87.13,
14.00,85.68,
15.00,80.05,
16.00,82.19,
17.00,87.24,
18.00,80.79,
19.00,81.29,
20.00,81.57,
21.00,79.23,
22.00,79.43,
23.00,77.90,
24.00,76.75,
25.00,77.17,
26.00,74.27,
27.00,73.12,
28.00,73.85,
29.00,72.48,
30.00,71.92,
31.00,66.92,
32.00,67.94,
33.00,69.56,
34.00,69.07,
35.00,66.53,
36.00,63.87,
37.00,69.71,
38.00,63.59,
39.00,63.36,
40.00,60.00,
41.00,62.65,
42.00,65.77,
43.00,59.10,
44.00,56.58,
45.00,61.15,
46.00,54.31,
47.00,62.84,
48.00,56.53,
49.00,56.98,
50.00,58.11,
51.00,58.70,
52.00,58.23,
53.00,54.90,
54.00,57.91,
55.00,56.97,
56.00,51.14,
57.00,49.27,
58.00,52.93,
59.00,54.48,
60.00,51.82,
61.00,51.05,
62.00,52.52,
63.00,51.84,
64.00,54.48,
65.00,49.06,
66.00,50.52,
67.00,50.33,
68.00,46.44,
69.00,50.89,
70.00,52.13,
71.00,49.79,
72.00,49.02,
73.00,54.18,
74.00,53.17,
75.00,53.21,
76.00,57.43,
77.00,51.95,
78.00,54.20,
79.00,57.47,
80.00,53.60,
81.00,58.87,
82.00,57.67,
83.00,63.71,
84.00,65.24,
85.00,65.11,
86.00,69.96,
87.00,68.85,
88.00,73.33,
89.00,76.21,
90.00,78.06,
91.00,75.38,
92.00,87.54,
93.00,89.51,
94.00,95.82,
95.00,97.48,
96.00,100.86,
97.00,102.49,
98.00,105.73,
99.00,111.35,
100.00,111.03,
101.00,110.19,
102.00,118.36,
103.00,118.81,
104.00,122.42,
105.00,124.10,
106.00,125.93,
107.00,127.85,
108.00,131.04,
109.00,133.33,
110.00,135.13,
111.00,131.71,
112.00,131.92,
113.00,132.11,
114.00,127.69,
115.00,133.21,
116.00,128.23,
117.00,133.59,
118.00,127.25,
119.00,128.35,
120.00,124.87,
121.00,124.60,
122.00,117.06,
123.00,118.20,
124.00,119.54,
125.00,114.79,
126.00,114.28,
127.00,120.35,
128.00,114.86,
129.00,111.65,
130.00,110.18,
131.00,108.45,
132.00,109.06,
133.00,106.53,
134.00,109.47,
135.00,106.87,
136.00,107.32,
137.00,106.90,
138.00,109.65,
139.00,107.16,
140.00,108.25,
141.00,104.96,
142.00,109.36,
143.00,107.67,
144.00,99.77,
145.00,104.96,
146.00,106.14,
147.00,106.58,
148.00,100.13,
149.00,101.67,
150.00,96.44,
151.00,97.34,
152.00,96.97,
153.00,90.73,
154.00,93.38,
155.00,82.12,
156.00,83.02,
157.00,78.87,
158.00,74.87,
159.00,72.79,
160.00,65.15,
161.00,67.02,
162.00,60.16,
163.00,57.14,
164.00,54.06,
165.00,50.42,
166.00,47.82,
167.00,42.86,
168.00,42.45,
169.00,38.31,
170.00,36.96,
171.00,33.95,
172.00,34.19,
173.00,31.66,
174.00,23.56,
175.00,29.61,
176.00,23.89,
177.00,22.50,
178.00,24.87,
179.00,17.29,
180.00,18.09,
181.00,15.35,
182.00,14.78,
183.00,13.88,
184.00,12.89,
185.00,16.21,
186.00,16.29,
187.00,15.30,
188.00,14.98,
189.00,12.11,
190.00,14.24,
191.00,12.54,
192.00,15.20,
193.00,11.70,
194.00,15.84,
195.00,10.04,
196.00,9.31,
197.00,12.87,
198.00,8.57,
199.00,11.60,
200.00,12.43,
201.00,11.24,
202.00,11.13,
203.00,7.76,
204.00,6.76,
205.00,14.23,
206.00,10.64,
207.00,8.89,
208.00,11.55,
209.00,11.57,
210.00,11.58,
211.00,9.72,
212.00,11.44,
213.00,11.23,
214.00,10.17,
215.00,12.51,
216.00,6.20,
217.00,9.02,
218.00,10.81,
219.00,13.10,
220.00,3.91,
221.00,9.57,
222.00,8.04,
223.00,10.23,
224.00,9.37,
225.00,7.70,
226.00,6.12,
227.00,8.79,
228.00,7.80,
229.00,12.45,
230.00,10.62,
231.00,6.00,
232.00,6.77,
233.00,8.76,
234.00,4.59,
235.00,8.39,
236.00,7.21,
237.00,10.01,
238.00,7.33,
239.00,6.53,
240.00,2.84,
241.00,10.32,
242.00,4.79,
243.00,8.38,
244.00,6.26,
245.00,2.71,
246.00,8.36,
247.00,8.98,
248.00,3.36,
249.00,1.18,
250.00,4.88,
